20151117 17:00:42.101 9 0 0 0 0 0 0 91 9 100 160 0 411 2 0.07 0.17 0.28 1 0 1015944 852184 163760 0 0 540672 75288 22020 197200 2667860 0 0 0 0 0 0 80 0 0 90660 0 0 520 0 0 0 0 32504 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20151117 17:00:42.201 0 0 0 0 0 0 0 100 0 120 180 0 411 2 0.07 0.17 0.28 1 0 1015944 852184 163760 0 0 540672 75288 22020 197200 2667860 0 0 0 0 0 0 80 0 0 90660 0 0 0 0 0 0 0 32504 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20151117 17:00:42.301 0 0 0 0 0 0 0 100 0 110 150 0 411 2 0.07 0.17 0.28 1 0 1015944 852184 163760 0 0 540672 75288 22020 197200 2667860 0 0 0 0 0 0 80 0 0 90660 0 0 0 0 0 0 0 32504 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20151117 17:00:42.401 10 0 0 0 0 0 0 90 10 100 150 0 411 2 0.07 0.17 0.28 1 0 1015944 852184 163760 0 0 540672 75288 22020 197200 2667860 0 0 0 0 0 0 80 0 0 90660 0 0 0 0 0 0 0 32504 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20151117 17:00:42.501 0 0 0 0 0 0 0 100 0 100 150 0 411 3 0.07 0.17 0.28 1 0 1015944 852184 163760 0 0 540672 75288 22020 197200 2667860 0 0 0 0 0 0 80 0 0 90660 0 0 0 0 0 0 0 32504 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20151117 17:00:42.601 10 0 0 0 0 0 0 90 10 100 160 0 411 2 0.07 0.17 0.28 1 0 1015944 852184 163760 0 0 540672 75288 22020 197200 2667860 0 0 0 0 0 0 80 0 0 90660 0 0 0 0 0 0 0 32504 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20151117 17:00:42.701 0 0 0 0 0 0 0 100 0 100 150 0 411 2 0.07 0.17 0.28 1 0 1015944 852184 163760 0 0 540672 75288 22020 197200 2667860 0 0 0 0 0 0 80 0 0 90660 0 0 0 0 0 0 0 32504 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20151117 17:00:42.803 9 0 0 0 0 0 0 91 9 127 176 0 411 1 0.07 0.17 0.28 0 0 1015944 852184 163760 0 0 540672 75288 22020 197200 2667860 0 0 0 0 0 0 80 0 0 90660 0 0 0 0 0 0 0 32504 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20151117 17:00:42.901 0 0 0 0 0 0 0 100 0 71 122 0 411 2 0.07 0.17 0.28 1 0 1015944 852184 163760 0 0 540672 75288 22020 197200 2667860 0 0 0 0 0 0 80 0 0 90660 0 0 0 0 0 0 0 32504 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20151117 17:00:43.001 0 0 9 0 0 0 0 91 9 100 150 0 411 3 0.07 0.17 0.28 1 0 1015944 852184 163760 0 0 540672 75288 22020 197200 2667860 0 0 0 0 0 0 80 0 0 90660 0 0 0 0 0 0 0 32504 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
